"","Row number","Community or sub-community code","Community or sub-community name","Community level code","NVC_Species","Species constancy value","Maximum abundance of species","Special variable value","...9","interactionTypeName","Assoc_Species"
"710",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"711",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"hasHost","Doassansiopsis hydrophila"
"712",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"713",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"714",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"715",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"716",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Donacia versicolorea"
"717",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Bagous limosus"
"718",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Cricotopus brevipalpis"
"719",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"interactsWith","Doassansiopsis hydrophila"
"720",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"721",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"722",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Aythya ferina"
"723",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Anas platyrhynchos"
"724",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Hydrellia bergi"
"725",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Neohaemonia nigricornis"
"726",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia hirticollis"
"727",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Polypedilum ophioides"
"728",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Cricotopus elegans"
"729",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Cricotopus trifasciatus"
"730",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Glyptotendipes dreisbachi"
"731",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Polypedilum sordens"
"732",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Polypedilum illinoense"
"733",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Hydrellia cruralis"
"734",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Hydrellia ischiaca"
"735",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Hydrellia luctuosa"
"736",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Rhopalosiphum nymphaeae"
"737",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Munroessa icciusalis"
"738",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Paraponyx allionealis"
"739",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Paraponyx badiusalis"
"740",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Paraponyx obscuralis"
"741",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Megamelus davisi"
"742",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia cincticornis"
"743",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Donacia hirticollis"
"744",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Synclita obliteralis"
"745",14,"A1","Lemna gibba community","A1","Potamogeton natans","I",3,NA,NA,"eats","Polypedilum bergi"
"746",15,"A1","Lemna gibba community","A1","Wolffia arrhiza","I",2,NA,NA,NA,NA
"747",16,"A1","Lemna gibba community","A1","Drepanocladus fluitans","I",3,NA,NA,NA,NA
"748",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Macroplea mutica"
"749",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Zannichellia palustris"
"750",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Macroplea mutica"
"751",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Zannichellia palustris"
"752",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Zannichellia palustris"
"753",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Polypogon monspeliensis"
"754",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Eleocharis parishii"
"755",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Schoenoplectus pungens"
"756",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Potamogeton foliosus"
"757",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Zannichellia palustris"
"758",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Macroplea mutica"
"759",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Zannichellia palustris"
"760",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Macroplea mutica"
"761",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"762",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas americana"
"763",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"764",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"765",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"766",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Macroplea mutica"
"767",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"768",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Mareca americana"
"769",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"770",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"771",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"772",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"773",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Mareca americana"
"774",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"775",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"776",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"777",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"778",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Mareca americana"
"779",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"780",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"781",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"782",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Macroplea mutica"
"783",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Macroplea mutica"
"784",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Macroplea mutica"
"785",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"786",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas americana"
"787",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"788",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"789",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"790",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"791",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Mareca americana"
"792",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"793",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"794",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"795",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"interactsWith","Macroplea mutica"
"796",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"797",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas americana"
"798",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"799",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"800",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"801",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas strepera"
"802",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Mareca americana"
"803",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas platyrhynchos"
"804",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas crecca"
"805",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Anas acuta"
"806",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Hydrellia bilobifera"
"807",17,"A1","Lemna gibba community","A1","Zannichellia palustris","I",3,NA,NA,"eats","Hydrellia notiphiloides"
"808",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Golovinomyces biocellatus"
"809",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Apion vicinum"
"810",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"811",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Datonychus melanostictus"
"812",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Cassida viridis"
"813",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina graminis"
"814",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina herbacea"
"815",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus repandus"
"816",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Phytomyza tetrasticha"
"817",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Mentha aquatica"
"818",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"819",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus scutula"
"820",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Golovinomyces biocellatus"
"821",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Apion vicinum"
"822",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"823",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Datonychus melanostictus"
"824",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Cassida viridis"
"825",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina graminis"
"826",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina herbacea"
"827",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus repandus"
"828",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Phytomyza tetrasticha"
"829",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Mentha aquatica"
"830",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"831",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus scutula"
"832",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Mentha aquatica"
"833",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Puccinia menthae"
"834",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Golovinomyces biocellatus"
"835",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Apion vicinum"
"836",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"837",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Datonychus melanostictus"
"838",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Cassida viridis"
"839",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina graminis"
"840",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina herbacea"
"841",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus repandus"
"842",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Phytomyza tetrasticha"
"843",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Mentha aquatica"
"844",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"845",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus scutula"
"846",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Apion vicinum"
"847",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina graminis"
"848",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina herbacea"
"849",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Bombus dahlbomii"
"850",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Phytomyza tetrasticha"
"851",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"852",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus scutula"
"853",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"854",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Datonychus melanostictus"
"855",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Cassida viridis"
"856",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus repandus"
"857",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Erysiphe biocellata"
"858",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Apion vicinum"
"859",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina graminis"
"860",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina herbacea"
"861",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Bombus dahlbomii"
"862",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Phytomyza tetrasticha"
"863",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"864",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus scutula"
"865",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"866",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Datonychus melanostictus"
"867",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Cassida viridis"
"868",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus repandus"
"869",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Erysiphe biocellata"
"870",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"871",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"872",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Erysiphe biocellata"
"873",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Erysiphe biocellata"
"874",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Phytomyza tetrasticha"
"875",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Pachyprotasis nigronotata"
"876",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Squamapion vicinum"
"877",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Datonychus melanostictus"
"878",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Chrysolina herbacea"
"879",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Chrysolina herbacea"
"880",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Cassida viridis"
"881",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Cassida viridis"
"882",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"883",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"884",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"885",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"886",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Hymenoscyphus scutula"
"887",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Hymenoscyphus repandus"
"888",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Erysiphe biocellata"
"889",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Erysiphe biocellata"
"890",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Chrysolina herbacea"
"891",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Chrysolina herbacea"
"892",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Chrysolina graminis"
"893",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Chrysolina graminis"
"894",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Squamapion vicinum"
"895",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Eristalis pertinax"
"896",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"eats","Lon melane"
"897",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"visitsFlowersOf","Lon melane"
"898",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"visits","Bicyrtes quadrifasciatus"
"899",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"visitsFlowersOf","Aphantopus hyperantus"
"900",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Chrysocharis orbicularis"
"901",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Sphaceloma menthae"
"902",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Ramularia menthicola"
"903",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"904",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"905",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"906",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"907",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"908",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"909",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"910",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"911",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"912",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"913",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"914",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"915",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"916",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"917",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"918",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"919",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"920",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"921",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"922",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"923",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"924",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"925",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"926",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"927",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"928",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"929",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"930",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"931",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"932",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"933",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"934",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"935",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"936",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"937",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"938",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"939",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"940",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"941",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"942",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"943",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"944",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"945",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"946",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"947",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"948",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"949",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"950",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"951",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"952",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"953",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"954",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
